disease_code,disease_name,period_start,period_end,period_type,period_label,location_code,location_name,location_level,cases,deaths,population,incidence_per_100k,data_status,source_name,source_url,complete_period
DENGUE,Dengue,2026-01-05,2026-01-11,weekly,2026-W02,BD-CTG,Chattogram,division,46,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-12,2026-01-18,weekly,2026-W03,BD-CTG,Chattogram,division,38,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-19,2026-01-25,weekly,2026-W04,BD-CTG,Chattogram,division,44,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-01-26,2026-02-01,weekly,2026-W05,BD-CTG,Chattogram,division,28,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-02,2026-02-08,weekly,2026-W06,BD-CTG,Chattogram,division,23,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-09,2026-02-15,weekly,2026-W07,BD-CTG,Chattogram,division,29,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-16,2026-02-22,weekly,2026-W08,BD-CTG,Chattogram,division,25,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-02-23,2026-03-01,weekly,2026-W09,BD-CTG,Chattogram,division,25,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-02,2026-03-08,weekly,2026-W10,BD-CTG,Chattogram,division,18,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-09,2026-03-15,weekly,2026-W11,BD-CTG,Chattogram,division,13,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-16,2026-03-22,weekly,2026-W12,BD-CTG,Chattogram,division,20,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
DENGUE,Dengue,2026-03-23,2026-03-29,weekly,2026-W13,BD-CTG,Chattogram,division,21,,,,observed,DGHS HEOC Dengue Dynamic Dashboard,https://dashboard.dghs.gov.bd/pages/heoc_dengue_v1.php,True
